         20846309 function calls (20599850 primitive calls) in 34.277 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.002    0.001 base.py:3829(_coerce_scalar_to_index)
    17749    0.013    0.000    0.029    0.000 base.py:39(__exit__)
   102978    0.152    0.000    0.214    0.000 base.py:3917(__contains__)
        3    0.000    0.000    0.000    0.000 base.py:3925(contains)
    53240    0.148    0.000    0.217    0.000 base.py:3939(__getitem__)
    45408    0.076    0.000    0.463    0.000 base.py:3974(_can_hold_identifiers_and_holds_name)
        1    0.000    0.000    0.000    0.000 base.py:3987(append)
        1    0.000    0.000    0.000    0.000 base.py:4011(<setcomp>)
        1    0.000    0.000    0.000    0.000 base.py:4016(_concat)
     7579    0.040    0.000    0.275    0.000 base.py:4050(equals)
        7    0.000    0.000    0.001    0.000 base.py:4070(identical)
       14    0.000    0.000    0.000    0.000 base.py:4076(<genexpr>)
    17749    0.011    0.000    0.017    0.000 base.py:42(cancel)
       48    0.000    0.000    0.002    0.000 base.py:4341(get_value)
        3    0.000    0.000    0.000    0.000 base.py:4682(_maybe_cast_indexer)
        3    0.000    0.000    0.000    0.000 base.py:4697(_validate_indexer)
       20    0.000    0.000    0.000    0.000 base.py:475(<genexpr>)
        3    0.000    0.000    0.003    0.001 base.py:4918(insert)
        1    0.000    0.000    0.000    0.000 base.py:4996(_add_comparison_methods)
        1    0.000    0.000    0.000    0.000 base.py:5(<module>)
        2    0.000    0.000    0.000    0.000 base.py:5008(_add_numeric_methods_add_sub_disabled)
        5    0.000    0.000    0.000    0.000 base.py:5020(_add_numeric_methods_disabled)
     7612    0.044    0.000    0.108    0.000 base.py:504(_simple_new)
        3    0.000    0.000    0.000    0.000 base.py:5103(_add_numeric_methods_binary)
        5    0.000    0.000    0.000    0.000 base.py:5129(_add_numeric_methods_unary)
       20    0.000    0.000    0.000    0.000 base.py:5134(_make_evaluate_unary)
        4    0.000    0.000    0.000    0.000 base.py:5151(_add_numeric_methods)
        4    0.000    0.000    0.002    0.000 base.py:5156(_add_logical_methods)
        8    0.000    0.000    0.001    0.000 base.py:5239(_make_logical_function)
        7    0.000    0.000    0.000    0.000 base.py:5262(_add_logical_methods_disabled)
        4    0.000    0.000    0.001    0.000 base.py:5276(ensure_index_from_sequences)
    68269    0.043    0.000    0.075    0.000 base.py:5317(ensure_index)
        1    0.000    0.000    0.000    0.000 base.py:5407(default_index)
     7575    0.014    0.000    0.027    0.000 base.py:547(_get_attributes_dict)
     7575    0.009    0.000    0.013    0.000 base.py:551(<dictcomp>)
       10    0.000    0.000    0.000    0.000 base.py:566(_shallow_copy)
        1    0.000    0.000    0.000    0.000 base.py:57(Get)
     7562    0.040    0.000    1.115    0.000 base.py:584(_shallow_copy_with_infer)
     7579    0.008    0.000    0.011    0.000 base.py:613(is_)
     7631    0.007    0.000    0.007    0.000 base.py:633(_reset_identity)
        4    0.000    0.000    0.000    0.000 base.py:640(_cleanup)
     7569    0.025    0.000    0.039    0.000 base.py:643(_engine)
     7569    0.010    0.000    0.087    0.000 base.py:646(<lambda>)
   110856    0.070    0.000    0.093    0.000 base.py:652(__len__)
        6    0.000    0.000    0.000    0.000 base.py:658(__array__)
        6    0.000    0.000    0.000    0.000 base.py:66(_make_comparison_op)
        1    0.000    0.000    0.001    0.001 base.py:663(IndexOpsMixin)
     7597    0.005    0.000    0.005    0.000 base.py:675(dtype)
        8    0.000    0.000    0.000    0.000 base.py:699(view)
        1    0.000    0.000    0.010    0.010 base.py:7(<module>)
       10    0.000    0.000    0.000    0.000 base.py:704(ndim)
    17749    0.063    0.000    0.320    0.000 base.py:71(__init__)
   199350    0.268    0.000    1.568    0.000 base.py:75(is_dtype)
     7559    0.036    0.000    1.256    0.000 base.py:783(take)
    30231    0.196    0.000    1.355    0.000 base.py:786(array)
        1    0.000    0.000    0.000    0.000 base.py:8(<module>)
        1    0.000    0.000    0.000    0.000 base.py:81(PandasObject)
       34    0.000    0.000    0.000    0.000 base.py:95(whitelist_method_generator)
        1    0.000    0.000    0.000    0.000 base.py:962(ExtensionOpsMixin)
     7572    0.014    0.000    0.078    0.000 base.py:963(_ndarray_values)
        3    0.000    0.000    0.000    0.000 base.py:973(_add_arithmetic_ops)
        9    0.000    0.000    0.000    0.000 base.py:996(_add_comparison_ops)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.001    0.001 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:11(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 bezier.py:147(BezierSegment)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.001    0.001 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:100(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:20(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:267(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 blocking_input.py:30(BlockingInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:326(BlockingKeyMouseInput)
    22677    0.153    0.000    3.604    0.000 blocks.py:1217(take_nd)
       24    0.000    0.000    0.000    0.000 blocks.py:128(_consolidate_key)
       10    0.000    0.000    0.000    0.000 blocks.py:146(is_categorical_astype)
        1    0.000    0.000    0.000    0.000 blocks.py:1543(NonConsolidatableMixIn)
       18    0.000    0.000    0.000    0.000 blocks.py:161(external_values)
    87931    0.034    0.000    0.034    0.000 blocks.py:165(internal_values)
        1    0.000    0.000    0.000    0.000 blocks.py:1667(ExtensionBlock)
       17    0.000    0.000    0.000    0.000 blocks.py:175(get_values)
     7612    0.008    0.000    0.021    0.000 blocks.py:184(to_dense)
    22677    0.014    0.000    0.014    0.000 blocks.py:191(fill_value)
        1    0.000    0.000    0.000    0.000 blocks.py:1939(ObjectValuesExtensionBlock)
   143983    0.048    0.000    0.048    0.000 blocks.py:195(mgr_locs)
        1    0.000    0.000    0.000    0.000 blocks.py:1951(NumericBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:1957(FloatOrComplexBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:1967(FloatBlock)
        2    0.001    0.000    0.044    0.022 blocks.py:1982(to_native_types)
    75783    0.129    0.000    0.159    0.000 blocks.py:199(mgr_locs)
        1    0.000    0.000    0.003    0.003 blocks.py:2(<module>)
        1    0.000    0.000    0.000    0.000 blocks.py:2018(ComplexBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2037(IntBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2055(DatetimeLikeBlockMixin)
        1    0.000    0.000    0.000    0.000 blocks.py:2089(DatetimeBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2239(DatetimeTZBlock)
    68113    0.093    0.000    0.879    0.000 blocks.py:225(make_block_same_class)
        1    0.000    0.000    0.000    0.000 blocks.py:2475(TimeDeltaBlock)
        2    0.000    0.000    0.000    0.000 blocks.py:255(__len__)
        1    0.000    0.000    0.000    0.000 blocks.py:2595(BoolBlock)
        1    0.000    0.000    0.000    0.000 blocks.py:2621(ObjectBlock)
    30308    0.093    0.000    0.326    0.000 blocks.py:2626(__init__)
        6    0.000    0.000    0.000    0.000 blocks.py:2633(is_bool)
        2    0.000    0.000    0.000    0.000 blocks.py:266(_slice)
        2    0.000    0.000    0.000    0.000 blocks.py:284(getitem_block)
        1    0.000    0.000    0.000    0.000 blocks.py:2926(CategoricalBlock)
     7874    0.065    0.000    0.466    0.000 blocks.py:3034(get_block_type)
    22712    0.010    0.000    0.010    0.000 blocks.py:304(shape)
   128709    0.047    0.000    0.047    0.000 blocks.py:308(dtype)
    75777    0.213    0.000    1.345    0.000 blocks.py:3080(make_block)
       36    0.000    0.000    0.000    0.000 blocks.py:3100(_extend_blocks)
    22731    0.043    0.000    0.495    0.000 blocks.py:312(ftype)
        8    0.000    0.000    0.001    0.000 blocks.py:3131(_merge_blocks)
        4    0.000    0.000    0.000    0.000 blocks.py:3145(<listcomp>)
        4    0.000    0.000    0.000    0.000 blocks.py:3146(<listcomp>)
        1    0.000    0.000    0.000    0.000 blocks.py:323(concat_same_type)
        1    0.000    0.000    0.000    0.000 blocks.py:327(<listcomp>)
    45405    0.082    0.000    0.082    0.000 blocks.py:332(iget)
        1    0.000    0.000    0.000    0.000 blocks.py:345(delete)
       10    0.000    0.000    0.000    0.000 blocks.py:364(fillna)
        1    0.000    0.000    0.000    0.000 blocks.py:50(Block)
       10    0.000    0.000    0.001    0.000 blocks.py:532(astype)
       10    0.000    0.000    0.001    0.000 blocks.py:536(_astype)
        4    0.000    0.000    0.084    0.021 blocks.py:730(to_native_types)
       28    0.000    0.000    0.001    0.000 blocks.py:749(copy)
    75777    0.285    0.000    0.574    0.000 blocks.py:78(__init__)
    75777    0.051    0.000    0.051    0.000 blocks.py:89(_check_ndim)
        1    0.000    0.000    0.000    0.000 bz2.py:32(BZ2File)
        1    0.000    0.000    0.010    0.010 bz2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:129(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:135(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:141(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:260(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:377(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:489(different_locale)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:501(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        4    0.000    0.000    0.000    0.000 calendar.py:53(<lambda>)
        1    0.000    0.000    0.000    0.000 calendar.py:532(LocaleHTMLCalendar)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
       52    0.000    0.000    0.000    0.000 calendar.py:58(__getitem__)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
       28    0.000    0.000    0.000    0.000 calendar.py:77(__getitem__)
        1    0.000    0.000    0.010    0.010 case.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:128(_BaseTestCaseContext)
       10    0.000    0.000    0.000    0.000 case.py:1316(_deprecate)
        1    0.000    0.000    0.000    0.000 case.py:1338(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 case.py:137(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 case.py:1396(_SubTest)
        1    0.000    0.000    0.000    0.000 case.py:184(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 case.py:221(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:278(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 case.py:297(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 case.py:33(_ShouldStop)
        1    0.000    0.000    0.000    0.000 case.py:341(TestCase)
        1    0.000    0.000    0.000    0.000 case.py:38(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 case.py:388(__init__)
        6    0.000    0.000    0.000    0.000 case.py:420(addTypeEqualityFunc)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
        1    0.000    0.000    0.001    0.001 cast.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cast.py:1072(find_common_type)
        4    0.000    0.000    0.000    0.000 cast.py:1097(<genexpr>)
        6    0.000    0.000    0.000    0.000 cast.py:1100(<genexpr>)
        4    0.000    0.000    0.000    0.000 cast.py:1105(<genexpr>)
        4    0.000    0.000    0.000    0.000 cast.py:1107(<genexpr>)
        6    0.000    0.000    0.000    0.000 cast.py:1112(<genexpr>)
        3    0.000    0.000    0.000    0.000 cast.py:1123(cast_scalar_to_array)
       25    0.000    0.000    0.001    0.000 cast.py:1193(construct_1d_object_array_from_listlike)
     7815    0.012    0.000    0.032    0.000 cast.py:1218(construct_1d_ndarray_preserving_na)
    22683    0.166    0.000    0.792    0.000 cast.py:255(maybe_promote)
        6    0.000    0.000    0.000    0.000 cast.py:341(infer_dtype_from_scalar)
     7835    0.052    0.000    0.141    0.000 cast.py:832(maybe_castable)
      264    0.001    0.000    0.009    0.000 cast.py:846(maybe_infer_to_datetimelike)
     7852    0.054    0.000    0.279    0.000 cast.py:953(maybe_cast_to_datetime)
        1    0.000    0.000    0.000    0.000 categorical.py:215(Categorical)
        1    0.000    0.000    0.000    0.000 categorical.py:2463(CategoricalAccessor)
        1    0.000    0.000    0.014    0.014 categorical.py:3(<module>)
        6    0.000    0.000    0.000    0.000 categorical.py:55(_cat_compare_op)
        1    0.000    0.000    0.001    0.001 category.py:1(<module>)
        1    0.000    0.000    0.000    0.000 category.py:109(StrCategoryLocator)
        1    0.000    0.000    0.000    0.000 category.py:12(<module>)
        1    0.000    0.000    0.000    0.000 category.py:127(StrCategoryFormatter)
        1    0.000    0.000    0.000    0.000 category.py:156(UnitData)
        1    0.000    0.000    0.000    0.000 category.py:23(StrCategoryConverter)
        1    0.000    0.000    0.001    0.001 category.py:32(CategoricalIndex)
        1    0.000    0.000    0.000    0.000 category.py:794(_add_comparison_methods)
        6    0.000    0.000    0.000    0.000 category.py:798(_make_compare)
        1    0.000    0.000    0.000    0.000 chainmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chainmap.py:7(DeepChainMap)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2118(Chebyshev)
        1    0.000    0.000    0.000    0.000 chebyshev.py:89(<module>)
        1    0.000    0.000    0.000    0.000 check.py:1(<module>)
